GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,GenCapacity,GenCapitalCosts,GenFixedOMCosts
WN-CQR,2040,Eolica,CQR,Wind,560,43909.9,0
WN-CQR,2045,Eolica,CQR,Wind,640,50182.8,0
WN-GCM,2020,Eolica,GCM,Wind,200,15682.1,0
WN-GCM,2025,Eolica,GCM,Wind,300,23523.2,0
WN-GCM,2030,Eolica,GCM,Wind,400,31364.2,0
WN-GCM,2035,Eolica,GCM,Wind,500,39205.3,0
WN-GCM,2040,Eolica,GCM,Wind,560,43909.9,0
WN-GCM,2045,Eolica,GCM,Wind,640,50182.8,0
WN-HTC,2020,Eolica,HTC,Wind,200,15682.1,0
WN-HTC,2025,Eolica,HTC,Wind,300,23523.2,0
WN-HTC,2030,Eolica,HTC,Wind,400,31364.2,0
WN-HTC,2035,Eolica,HTC,Wind,500,39205.3,0
WN-HTC,2040,Eolica,HTC,Wind,560,43909.9,0
WN-HTC,2045,Eolica,HTC,Wind,640,50182.8,0
WN-MET-GUAV,2020,Eolica,MET-GUAV,Wind,200,15682.1,0
WN-MET-GUAV,2025,Eolica,MET-GUAV,Wind,300,23523.2,0
WN-MET-GUAV,2030,Eolica,MET-GUAV,Wind,400,31364.2,0
WN-MET-GUAV,2035,Eolica,MET-GUAV,Wind,500,39205.3,0
WN-MET-GUAV,2040,Eolica,MET-GUAV,Wind,560,43909.9,0
WN-MET-GUAV,2045,Eolica,MET-GUAV,Wind,640,50182.8,0
WN-NAR-PUT,2020,Eolica,NAR-PUT,Wind,200,15682.1,0
WN-NAR-PUT,2025,Eolica,NAR-PUT,Wind,300,23523.2,0
WN-NAR-PUT,2030,Eolica,NAR-PUT,Wind,400,31364.2,0
WN-NAR-PUT,2035,Eolica,NAR-PUT,Wind,500,39205.3,0
WN-NAR-PUT,2040,Eolica,NAR-PUT,Wind,560,43909.9,0
WN-NAR-PUT,2045,Eolica,NAR-PUT,Wind,640,50182.8,0
WN-NSANT,2020,Eolica,NSANT,Wind,200,15682.1,0
WN-NSANT,2025,Eolica,NSANT,Wind,300,23523.2,0
WN-NSANT,2030,Eolica,NSANT,Wind,400,31364.2,0
WN-NSANT,2035,Eolica,NSANT,Wind,500,39205.3,0
WN-NSANT,2040,Eolica,NSANT,Wind,560,43909.9,0
WN-NSANT,2045,Eolica,NSANT,Wind,640,50182.8,0
WN-SANT-ARA,2020,Eolica,SANT-ARA,Wind,200,15682.1,0
WN-SANT-ARA,2025,Eolica,SANT-ARA,Wind,300,23523.2,0
WN-SANT-ARA,2030,Eolica,SANT-ARA,Wind,400,31364.2,0
WN-SANT-ARA,2035,Eolica,SANT-ARA,Wind,500,39205.3,0
WN-SANT-ARA,2040,Eolica,SANT-ARA,Wind,560,43909.9,0
WN-SANT-ARA,2045,Eolica,SANT-ARA,Wind,640,50182.8,0
WN-VALLE,2020,Eolica,VALLE,Wind,200,15682.1,0
WN-VALLE,2025,Eolica,VALLE,Wind,300,23523.2,0
WN-VALLE,2030,Eolica,VALLE,Wind,400,31364.2,0
WN-VALLE,2035,Eolica,VALLE,Wind,500,39205.3,0
WN-VALLE,2040,Eolica,VALLE,Wind,560,43909.9,0
WN-VALLE,2045,Eolica,VALLE,Wind,640,50182.8,0
ZIPAEMG2,2020,Thermal,BOG-CUN,zipa_car,34,3394.74,27370
ZIPAEMG2,2025,Thermal,BOG-CUN,zipa_car,34,3394.74,27370
ZIPAEMG2,2030,Thermal,BOG-CUN,zipa_car,34,3394.74,27370
ZIPAEMG2,2035,Thermal,BOG-CUN,zipa_car,34,3394.74,27370
ZIPAEMG2,2040,Thermal,BOG-CUN,zipa_car,34,3394.74,27370
ZIPAEMG2,2045,Thermal,BOG-CUN,zipa_car,34,3394.74,27370
ZIPAEMG3,2020,Thermal,BOG-CUN,zipa_car,63,6294.68,50652
ZIPAEMG3,2025,Thermal,BOG-CUN,zipa_car,63,6294.68,50652
ZIPAEMG3,2030,Thermal,BOG-CUN,zipa_car,63,6294.68,50652
ZIPAEMG3,2035,Thermal,BOG-CUN,zipa_car,63,6294.68,50652
ZIPAEMG3,2040,Thermal,BOG-CUN,zipa_car,63,6294.68,50652
ZIPAEMG3,2045,Thermal,BOG-CUN,zipa_car,63,6294.68,50652
ZIPAEMG4,2020,Thermal,BOG-CUN,zipa_car,64,6399.1,51392
ZIPAEMG4,2025,Thermal,BOG-CUN,zipa_car,64,6399.1,51392
ZIPAEMG4,2030,Thermal,BOG-CUN,zipa_car,64,6399.1,51392
ZIPAEMG4,2035,Thermal,BOG-CUN,zipa_car,64,6399.1,51392
ZIPAEMG4,2040,Thermal,BOG-CUN,zipa_car,64,6399.1,51392
ZIPAEMG4,2045,Thermal,BOG-CUN,zipa_car,64,6399.1,51392
ZIPAEMG5,2020,Thermal,BOG-CUN,zipa_car,63,6303.54,50526
ZIPAEMG5,2025,Thermal,BOG-CUN,zipa_car,63,6303.54,50526
ZIPAEMG5,2030,Thermal,BOG-CUN,zipa_car,63,6303.54,50526
ZIPAEMG5,2035,Thermal,BOG-CUN,zipa_car,63,6303.54,50526
ZIPAEMG5,2040,Thermal,BOG-CUN,zipa_car,63,6303.54,50526
ZIPAEMG5,2045,Thermal,BOG-CUN,zipa_car,63,6303.54,50526
jaguey,2020,Thermal,MET-GUAV,termoyopal_gas,19.4,1801.95,17537.6
jaguey,2025,Thermal,MET-GUAV,termoyopal_gas,19.4,1801.95,17537.6
jaguey,2030,Thermal,MET-GUAV,termoyopal_gas,19.4,1801.95,17537.6
jaguey,2035,Thermal,MET-GUAV,termoyopal_gas,19.4,1801.95,17537.6
jaguey,2040,Thermal,MET-GUAV,termoyopal_gas,19.4,1801.95,17537.6
jaguey,2045,Thermal,MET-GUAV,termoyopal_gas,19.4,1801.95,17537.6
pwcon3,2020,Thermal,COR-SUC,gecelca_car,150,14481.1,127800
pwcon3,2025,Thermal,COR-SUC,gecelca_car,150,14481.1,127800
pwcon3,2030,Thermal,COR-SUC,gecelca_car,150,14481.1,127800
pwcon3,2035,Thermal,COR-SUC,gecelca_car,150,14481.1,127800
pwcon3,2040,Thermal,COR-SUC,gecelca_car,150,14481.1,127800
pwcon3,2045,Thermal,COR-SUC,gecelca_car,150,14481.1,127800
rubiales,2020,Thermal,MET-GUAV,termoyopal_gas,19.4,1881.07,16412.4
rubiales,2025,Thermal,MET-GUAV,termoyopal_gas,19.4,1881.07,16412.4
rubiales,2030,Thermal,MET-GUAV,termoyopal_gas,19.4,1881.07,16412.4
rubiales,2035,Thermal,MET-GUAV,termoyopal_gas,19.4,1881.07,16412.4
rubiales,2040,Thermal,MET-GUAV,termoyopal_gas,19.4,1881.07,16412.4
rubiales,2045,Thermal,MET-GUAV,termoyopal_gas,19.4,1881.07,16412.4
